#{"t_start": 1782876554.6575449, "env_id": "BipedalWalker-v3"}
r,l,t,original_env_reward,generated_reward,reward_error_count
-6.222281,68,2.989142,-100.0,-1.973549041668926,0
-8.557633,69,3.94977,-100.0,-1.6809958252604085,0
-31.583015,129,5.718798,-100.0,-1.4013828049013044,0
97.03329,1600,27.400022,-0.09487258911132812,0.08179674470370848,0
-39.532736,87,28.605756,-100.0,-0.2853292819380908,0
92.821732,1600,170.288885,0.014078452209632792,0.14202476635904882,0
97.242274,1600,308.979259,-0.02601795242229861,0.25805581247797094,0
-8.634686,106,310.453418,-100.0,0.08521109383980513,0
-14.582734,75,311.485498,-100.0,-0.4906533722920567,0
90.676617,1600,451.650944,0.07300543156763153,0.3165558967126472,0
-10.002661,43,452.265029,-100.0,0.5448963038950319,0
-13.969694,44,452.875391,-100.0,-0.37484970789354266,0
-29.477954,92,454.152857,-100.0,-0.6754908786482189,0
87.486305,1600,595.68822,-0.06170652935902396,0.17557350909585162,0
91.2379,1600,736.746134,-0.07754254892468453,0.03315215789858909,0
-3.647144,79,737.812201,-100.0,-1.667051429620055,0
-4.517114,88,739.016556,-100.0,-1.1390960860518116,0
-18.11641,66,739.904508,-100.0,-1.1012525824110095,0
90.787952,1600,761.681733,0.0490367240111045,0.2957145462634775,0
88.121259,1600,897.674035,-0.06497969950735569,0.1613743452342519,0
92.103819,1600,1036.874665,-0.07321001148223877,-0.08723184827459833,0
-8.004457,52,1037.575834,-100.0,-1.6408142889907587,0
92.139211,1600,1179.163382,-0.15787209212779998,-0.20272973054659124,0
92.991117,1600,1318.870414,-0.23267657605807104,-0.5195515710835129,0
95.337246,1600,1340.382333,-0.1831718224485721,-0.11129803712969462,0
92.102744,1600,1480.109994,-0.15934009538094143,-0.14584782672021657,0
105.637471,1600,1622.880002,-0.10233219762643059,-0.06005537063629739,0
107.104672,1600,1766.017401,-0.06721580024560264,0.045266022016714744,0
133.981132,1600,1788.128249,-0.0012093036969526398,0.4042700434666624,0
141.252573,1600,1933.339932,-0.025329118728637696,0.10740366582146908,0
-6.470838,64,1934.247932,-100.0,-0.5950722909804389,0
143.670093,1600,2076.553781,-0.11914955806732178,-0.09232063234122243,0
143.997489,1600,2218.666081,-0.0995803929169961,0.11808794109303997,0
145.227025,1600,2361.430987,-0.05635966581106186,0.08266288408912796,0
146.821068,1600,2384.287035,-0.0585962751706465,0.034315755574381546,0
147.114139,1600,2529.549732,-0.2168173230290413,-0.35154760365005217,0
148.471443,1600,2669.997263,-0.13890326130390168,-0.14354859516336374,0
