env,method,run,seed,sample,iteration,component,episode_sum_mean,episode_abs_sum_mean,signed_contribution_share,magnitude_share,active_rate
env_001,DERES,runs/env_001/paper_v4,4.0,,2,safe_contact_bonus,521.6885813236237,521.6885813236237,0.9555720672411985,0.9555720672411985,0.08295210273934851
env_001,DERES,runs/env_001/paper_v4,4.0,,2,stability_penalty,-7.02667676822849,7.02667676822849,-0.012870697741200011,0.012870697741200011,1.0
env_001,DERES,runs/env_001/paper_v4,4.0,,3,fuel_penalty,-9.77099999999988,9.77099999999988,-0.03140114385579856,0.03140114385579856,0.7169271406559542
env_001,DERES,runs/env_001/paper_v4,4.0,,3,progress_reward,2.7687057612231003,2.850107966864016,0.00889781270111001,0.00915941564548722,0.9902413970210581
env_001,DERES,runs/env_001/paper_v4,4.0,,3,safe_contact_reward,294.20853304862976,294.20853304862976,0.9455004062904107,0.9455004062904107,0.5141976667400396
env_001,DERES,runs/env_001/paper_v4,4.0,,3,stability_penalty,-4.33736757727006,4.33736757727006,-0.013939034208303685,0.013939034208303685,1.0
env_001,DERES,runs/env_001/paper_v4,4.0,,4,fuel_penalty,-9.77099999999988,9.77099999999988,-0.03140114385579856,0.03140114385579856,0.7169271406559542
env_001,DERES,runs/env_001/paper_v4,4.0,,4,progress_reward,2.7687057612231003,2.850107966864016,0.00889781270111001,0.00915941564548722,0.9902413970210581
env_001,DERES,runs/env_001/paper_v4,4.0,,4,safe_contact_reward,294.20853304862976,294.20853304862976,0.9455004062904107,0.9455004062904107,0.5141976667400396
env_001,DERES,runs/env_001/paper_v4,4.0,,4,stability_penalty,-4.33736757727006,4.33736757727006,-0.013939034208303685,0.013939034208303685,1.0
env_001,DERES,runs/env_001/paper_v4,4.0,,5,fuel_penalty,-13.257999999999804,13.257999999999804,-0.006809967480776296,0.006809967480776296,0.7948441247002398
env_001,DERES,runs/env_001/paper_v4,4.0,,5,progress_reward,2.521105366689153,3.032518348970916,0.001294964969283752,0.0015576520848808015,0.9979616306954436
env_001,DERES,runs/env_001/paper_v4,4.0,,5,safe_contact_reward,1922.5263095974922,1922.5263095974922,0.987505027100315,0.987505027100315,0.06912470023980816
env_001,DERES,runs/env_001/paper_v4,4.0,,5,stability_penalty,-8.03534681435856,8.03534681435856,-0.004127353334027908,0.004127353334027908,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,1,engine_efficiency,-0.19,0.19,-0.002719584995620265,0.002719584995620265,0.027798098024871983
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,1,orientation_penalty,-1.231779996148448,1.231779996148448,-0.017631212607528986,0.017631212607528986,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,1,progress_to_goal,-66.53844882119446,66.53844882119446,-0.9524050897156179,0.9524050897156179,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,1,successful_settle_proxy,1.903371807746589,1.903371807746589,0.027244112681232863,0.027244112681232863,0.03145574250182882
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,2,distance_penalty,-65.74551017456687,65.74551017456687,-0.043134734923890146,0.043134734923890146,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,2,engine_penalty,-32.90999999999996,32.90999999999996,-0.021591803342555397,0.021591803342555397,0.8855105610117046
