#{"t_start": 1783089900.3455052, "env_id": "LunarLander-v2"}
r,l,t,original_env_reward,generated_reward,reward_error_count
-86.868539,92,2.629731,-100.0,2.839864187878679,0
-143.296521,116,2.870677,-100.0,-0.7208404368398751,0
-143.970986,120,3.182921,-100.0,-0.7832800414738116,0
-77.854683,80,3.415762,-100.0,-0.0937811017681025,0
-69.350733,75,3.622262,-100.0,-0.10029417247744349,0
-55.469052,75,3.818133,-100.0,6.386910768740764,0
-62.69894,69,4.01447,-100.0,-0.6673838090593536,0
-124.413332,100,4.274843,-100.0,-0.8969868869735369,0
-120.067367,106,4.573165,-100.0,0.12363065933034462,0
-107.344426,105,4.859732,-100.0,-0.7589045682730791,0
-153.071815,106,7.161115,-100.0,-1.1664614643068933,0
-104.309729,101,7.47658,-100.0,-0.3572665271184251,0
-165.727327,136,7.786317,-100.0,3.2369759928147714,0
-148.343806,106,8.063715,-100.0,-1.1355617671472942,0
-170.158915,106,8.337702,-100.0,-1.3035109679159826,0
-74.125445,83,8.534811,-100.0,2.246060273633807,0
-158.586467,134,8.831508,-100.0,-0.6801216160383672,0
-154.79561,143,9.139462,-100.0,-0.7247801984815458,0
-65.597867,73,9.29933,-100.0,0.16766403371262584,0
-111.656441,93,9.511501,-100.0,-0.8307902982108494,0
-110.182865,111,11.406337,-100.0,2.030300699665538,0
-91.562833,88,11.606397,-100.0,-0.7779548576157319,0
-56.44794,62,11.77282,-100.0,-0.4829768466954878,0
-104.375078,90,12.00371,-100.0,-1.0464784759128287,0
-71.287174,78,12.186785,-100.0,-0.4065504988302366,0
-132.712874,113,12.448238,-100.0,-0.5451143100215546,0
-132.067997,126,12.750365,-100.0,1.5737353779640817,0
-195.569715,142,13.079254,-100.0,-1.0225830811926941,0
-54.958193,60,13.212512,-100.0,-0.4433839502481249,0
-114.956296,102,13.446157,-100.0,-0.936836125158108,0
-88.578515,97,15.27754,-100.0,6.111575586852488,0
-116.112605,94,15.50402,-100.0,-0.7963488451849836,0
-86.585489,93,15.710885,-100.0,1.8554239503721888,0
-79.850655,74,15.870846,-100.0,-0.8802362422662708,0
-148.410254,110,16.13301,-100.0,-0.9074752312342437,0
-156.300359,123,16.414046,-100.0,-0.7252979804778115,0
-110.456575,107,16.655751,-100.0,-0.59322740301375,0
-82.871894,77,16.833945,-100.0,-0.7393535081928309,0
-145.226049,117,17.08496,-100.0,-1.0705770456662111,0
-54.685309,62,17.21143,-100.0,1.7363001609808795,0
-51.293969,60,17.337176,-100.0,0.8691903442315716,0
-131.503551,125,19.289911,-100.0,2.3052960259339232,0
-59.664069,72,19.455203,-100.0,1.7369845620089088,0
-63.791438,78,19.624539,-100.0,7.1725069070701615,0
-94.555685,84,19.806137,-100.0,-0.8439107748399759,0
-67.2226,72,19.983084,-100.0,0.4085908026818311,0
-117.260446,105,20.202996,-100.0,-0.11334157172850909,0
-114.321117,104,20.440694,-100.0,-0.7794825400261645,0
-78.991866,87,20.637341,-100.0,1.1219068583719307,0
-61.426993,63,20.784172,-100.0,-0.5233291797215318,0
-68.00083,67,20.934818,-100.0,-0.5927913855725789,0
-155.00042,117,21.234829,-100.0,-0.9159776670685037,0
-81.599352,77,21.413049,-100.0,-0.772721663810675,0
-99.158434,93,24.056123,-100.0,-0.6432546310809432,0
-101.131182,97,24.305963,-100.0,5.937017948909447,0
-64.465489,70,24.483779,-100.0,-0.36745099515594093,0
-123.14124,99,24.751133,-100.0,-0.9881447518429897,0
-64.087885,77,24.967669,-100.0,7.243469482921871,0
-63.847484,86,25.218526,-100.0,2.0388342258289525,0
-98.248362,96,25.468592,-100.0,-0.6895283147607766,0
-55.09668,68,25.653907,-100.0,2.7680638446002717,0
-124.512071,108,25.921365,-100.0,2.827755691364152,0
-68.029798,74,26.108324,-100.0,2.0679343072960417,0
-104.375561,89,26.335158,-100.0,-0.6303817969649117,0
-132.029926,112,26.651395,-100.0,-0.7446297602055084,0
-77.247359,83,29.115313,-100.0,1.4695572870109512,0
19.137105,90,29.348625,-100.0,4.046362038393744,0
-94.464388,93,29.588647,-100.0,2.197941674145543,0
1.279721,84,29.802945,-100.0,2.9704830031230376,0
-103.119807,93,30.073805,-100.0,-0.46722577466476267,0
-60.475246,62,30.263855,-100.0,-0.5535073429668524,0
-129.087657,92,30.526266,-100.0,-1.0908743503859775,0
-108.647119,95,30.801697,-100.0,0.7102888981299269,0
-73.051914,77,31.00598,-100.0,-0.09961164781115583,0
-106.689533,90,31.243672,-100.0,-0.6447573059890301,0
-89.619337,92,31.514651,-100.0,-0.7109844930387954,0
-68.163718,68,31.728547,-100.0,0.2324621012095972,0
-93.705626,96,34.401574,-100.0,3.7902630586480504,0
-56.003213,68,34.587231,-100.0,1.0545947817190804,0
-69.401967,81,34.803873,-100.0,7.601773362651669,0
-56.992281,66,34.974753,-100.0,0.2220822870823591,0
-80.342383,73,35.177682,-100.0,-0.534423137931627,0
-128.927539,93,35.439674,-100.0,-1.1351118158411089,0
-85.845018,76,35.644807,-100.0,-0.6533959961052854,0
-91.115428,80,35.832999,-100.0,-0.7264439351330603,0
-49.724641,58,35.999863,-100.0,-0.29981704355376687,0
-17.880391,109,36.321832,-100.0,3.4108254845871695,0
-108.876109,92,36.640242,-100.0,-0.5943199268530011,0
-34.451717,70,36.869452,-100.0,0.9910821839200964,0
-115.86326,96,39.320127,-100.0,-0.8134088426102756,0
-72.1311,80,39.532883,-100.0,4.78374029033175,0
-90.744135,89,39.777256,-100.0,0.32659008118351796,0
-59.865284,65,39.961401,-100.0,-0.3753674540037444,0
-110.852811,97,40.282855,-100.0,2.520880785872411,0
-101.5602,88,40.531111,-100.0,-0.6730365141896019,0
-58.976618,65,40.715639,-100.0,1.3597920335105966,0
-95.61596,91,40.987262,-100.0,0.23271171365307675,0
24.41926,76,41.191808,-100.0,4.040680742152971,0
-76.422187,78,41.402478,-100.0,2.027792247850902,0
-97.866601,94,41.705243,-100.0,-0.8128045348321912,0
-73.85037,77,41.963569,-100.0,1.2352717492883676,0
-68.6536,74,42.205363,-100.0,-0.2898222414148822,0
-97.436379,92,44.633252,-100.0,3.2348344723523903,0
-91.56005,86,44.805224,-100.0,0.5427316248502543,0
