#{"t_start": 1782842492.1667676, "env_id": "BipedalWalker-v3"}
r,l,t,original_env_reward,generated_reward,reward_error_count
174.558862,1600,24.400197,-0.06200515388448915,0.1646544156314146,0
49.178069,1600,177.714788,0.0704273439645767,0.2858136975014045,0
-19.178566,55,178.498717,-100.0,-0.9740327499987419,0
10.551509,74,179.564086,-100.0,-0.005509123409639518,0
206.890676,1600,319.004616,-0.06675114568074782,0.1875697528321346,0
-2.122365,71,320.017385,-100.0,-0.25844272661209844,0
13.044635,114,321.64068,-100.0,-0.11847458983299508,0
5.407637,64,322.551649,-100.0,-0.03291163950921998,0
-13.883662,101,324.008621,-100.0,-0.9848805491548714,0
17.344001,67,324.966457,-100.0,0.011930249375757825,0
232.262566,1600,467.3148,-0.25116704307993487,0.16173472657625793,0
231.045781,1600,606.402298,-0.15314942765235903,0.2028081302408732,0
-33.795217,74,607.468485,-100.0,-1.2565266337615228,0
248.113045,1600,630.384083,-0.17738979951540393,-0.024347347009167502,0
-0.802288,57,749.210934,-100.0,-0.6457312856896631,0
-8.233289,55,750.000087,-100.0,-0.17888497794536257,0
-22.204678,83,751.180146,-100.0,-0.6894114295232114,0
164.530688,1600,773.931386,-0.06626964115102613,0.004013013253493469,0
187.202064,1600,914.510025,0.030995091160140823,0.19282303679076915,0
-8.088624,66,915.438725,-100.0,-0.4388502796371298,0
286.731816,1600,1056.734517,-0.062033334443971286,0.1911737579502173,0
287.192338,1600,1198.837433,-0.052646279066801076,0.011533152708066843,0
24.464062,84,1200.023739,-100.0,-0.003528490646507912,0
5.023571,48,1200.699019,-100.0,0.03687674290508773,0
17.626175,65,1201.605897,-100.0,-0.0700912409711543,0
17.535357,70,1202.599389,-100.0,-0.021393016531429023,0
9.0271,58,1203.409078,-100.0,-0.38164136597592846,0
201.663949,1600,1350.507064,-0.05724761551618576,-0.010714827225972577,0
16.850224,54,1351.276395,-100.0,0.12291787093516933,0
191.936011,1600,1373.705503,-0.2646827224294321,0.20554036668464742,0
15.336068,55,1490.868779,-100.0,0.04747765882604845,0
280.790832,1600,1512.984593,0.12744487492242504,0.27726441596222934,0
304.657436,1600,1651.589504,-0.06660111261904239,0.18646941973958492,0
15.771326,65,1652.488092,-100.0,-0.20308053301911574,0
29.615602,82,1653.632001,-100.0,-0.05878302969577927,0
307.36838,1600,1796.758676,-0.11760036879777908,0.3139935144646625,0
331.215437,1600,1939.41397,-0.2192389001250267,0.2795176013457694,0
16.246937,65,1940.306012,-100.0,0.0075280153753153264,0
-2.373473,51,1941.018645,-100.0,-0.17917693574930427,0
18.219418,62,1941.869622,-100.0,-0.13769023397252342,0
320.189379,1600,2081.250976,-0.3025492016077042,0.17696417470488116,0
5.438472,47,2081.891295,-100.0,-0.17200298181277765,0
42.651026,114,2083.459817,-100.0,0.11335439762564768,0
338.455856,1600,2105.279397,0.07610138936838463,0.09178534591703996,0
340.031107,1600,2239.743006,0.0379942390223439,0.08681406989733799,0
340.211974,1600,2378.162223,0.15145346029599036,0.30669947776841183,0
382.277397,1600,2518.678126,-0.09949036157131194,0.215324974288476,0
380.275998,1600,2649.073594,0.014014656808227303,0.2704227646704399,0
406.920063,1600,2670.695717,0.09451914131641388,0.32544373860565873,0
429.968214,1600,2807.368731,0.09381737927594828,0.1212494797824473,0
424.264227,1600,2948.702301,-0.2438659182190895,0.3045275605928296,0
0.244709,69,2949.644813,-100.0,-0.0033129884435451028,0
448.499274,1600,3083.96577,0.31489247037965146,0.3000331034057671,0
499.304892,1600,3226.181987,0.09842212927341462,0.17722073857227882,0
537.277934,1600,3247.677646,0.0664299552837913,0.45771197019989424,0
516.649352,1600,3385.174894,0.30034383863210673,0.6351295970106048,0
569.896318,1600,3524.903553,0.05954974691072151,0.3022323033682932,0
575.261895,1600,3668.059677,-0.17619969664019253,0.15121161358808752,0
618.567823,1600,3689.495939,-0.07714280746382382,0.29743389717363505,0
641.427755,1600,3833.962913,-0.05068151704469369,0.11061111414672622,0
666.09608,1510,3976.577339,-100.0,-0.10791561158188748,0
737.274118,1600,4100.204191,0.039205614537000666,0.49886954454957533,0
806.790661,1600,4121.525216,-0.08471592450141907,0.4000406152248561,0
807.579577,1600,4260.112901,0.25981630861759186,0.49744203752683397,0
873.501909,1600,4391.938128,0.13590133230388166,0.5983898811483281,0
937.617784,1475,4528.529363,0.4078324222167143,1.0041602773333125,0
