#{"t_start": 1783331773.1320653, "env_id": "BipedalWalker-v3"}
r,l,t,original_env_reward,generated_reward,reward_error_count
-4.482087,56,3.590973,-100.0,-0.6662032698073588,0
-100.037858,1600,11.011825,0.041928396046161664,0.00895312048284373,0
3.919571,60,11.305868,-100.0,-0.5429894426106704,0
-74.652184,1600,38.056898,-0.02166066685318947,0.0032053815583482984,0
5.492147,59,38.378964,-100.0,-0.509354177322856,0
-100.466275,1600,65.097542,0.07385515062014025,0.005920919618739707,0
-90.693196,1600,91.001424,-0.18540064299106596,-0.0005377003949967873,0
2.322774,99,91.351608,-100.0,-0.6613267253818966,0
3.194554,70,91.642093,-100.0,-0.35893283674721804,0
-16.707917,1600,112.130934,-0.030493482510246455,0.029797574112230933,0
2.76292,1600,117.756874,0.11665129085382062,0.08822573267747577,0
-76.042062,1600,137.644219,-0.21200817704200745,-0.08517504539661891,0
-4.632803,76,137.902794,-100.0,-0.19901488113571067,0
-56.735065,93,138.219561,-100.0,-2.3383931541453964,0
-34.316043,1600,158.049291,-0.12862296893199165,-0.036393140803292284,0
14.204825,1600,179.262756,-0.16339422667026518,-0.05587340661774998,0
-132.569365,95,179.586615,-100.0,-4.490184190234918,0
0.199753,1600,194.637334,-0.06763752241929609,-0.026395729532173864,0
-18.92367,1600,199.945638,-0.029947291731834413,-0.009739367108838444,0
-77.433194,1600,221.23335,-0.14913092176119963,0.01296094604480829,0
40.428256,1600,234.843393,0.07297313606739045,-0.03560817349119556,0
-5.044448,41,234.942146,-100.0,-0.6282592028628464,0
29.289201,1600,248.590674,-0.13572640632092953,-0.022861126524899272,0
32.89143,1600,262.254405,-0.010706252555057177,0.007674515752445571,0
1.280964,46,262.371147,-100.0,-0.24581003674015525,0
-0.188858,40,262.486261,-100.0,-0.34593596369497104,0
-13.787217,42,262.599987,-100.0,-0.8212712581155484,0
3.063074,67,262.753824,-100.0,-0.21980598734563905,0
0.558153,52,262.880364,-100.0,-0.3714565947867865,0
-31.765271,55,263.004655,-100.0,-1.7432576728995475,0
55.229952,1600,266.7097,-0.03149372271448374,0.07231446238857209,0
5.571935,69,266.870653,-100.0,-0.21936306637422878,0
7.626777,68,278.492855,-100.0,-0.10106533087879253,0
46.938236,1600,282.537408,-0.12819135268530205,-0.018311541559853713,0
54.964269,1600,299.991555,-0.0673352481772455,0.06017941535063538,0
61.3292,1600,319.903185,-0.2372423950433731,0.04844788086490467,0
8.67501,98,320.300656,-100.0,-0.4245086859417013,0
5.716496,67,320.564662,-100.0,-0.06731977058078864,0
-1.959325,181,321.169564,-100.0,-0.2736176322108959,0
6.109402,58,321.392638,-100.0,-0.03277272817002119,0
4.235249,63,321.639041,-100.0,-0.058553877287547795,0
59.915823,1600,343.027528,-0.02946072884401633,0.01837828522797005,0
-1.675897,47,343.143438,-100.0,-0.29288838798345584,0
1.17917,47,343.252255,-100.0,-0.0481205195223782,0
-14.088887,48,343.383236,-100.0,-0.8512193833559794,0
15.182207,647,344.921818,-100.0,-0.9751481527572008,0
-1.44189,48,345.038449,-100.0,-0.2972438143895153,0
3.031028,59,345.179432,-100.0,-0.4413078841764786,0
77.370313,1600,359.317233,-0.03587878096103668,0.09237418411799386,0
77.718354,1600,373.880921,-0.01835403058925317,0.011725911865741394,0
73.279013,1175,376.688206,-100.0,-0.27125469986006245,0
9.812181,264,388.586196,-100.0,-0.10679192327362064,0
2.9825,69,388.761071,-100.0,-0.23304902449786202,0
77.291177,1600,392.465891,-0.004674132327229255,0.08155941687458629,0
6.35549,50,392.583912,-100.0,-0.10400836902363533,0
-5.796702,69,392.767033,-100.0,-0.4482242854261007,0
2.383799,60,392.900782,-100.0,-0.1409063735924056,0
100.437328,1600,407.128985,0.043194606860473994,0.0461266910226542,0
