#{"t_start": 1783452393.0979497, "env_id": "LunarLander-v3"}
r,l,t,original_env_reward,generated_reward,reward_error_count
7.843167,92,2.261503,-100.0,3.6206584981919887,0
3.907883,116,2.510815,-100.0,1.4461477137722936,0
0.93366,120,2.806673,-100.0,0.17710941955552734,0
10.135529,80,3.029299,-100.0,6.784777874869445,0
5.3511,75,3.19383,-100.0,2.8130949393208144,0
16.419131,75,3.364278,-100.0,9.861367854267899,0
0.900536,69,3.505521,-100.0,-0.006179294494763288,0
0.635278,100,3.71003,-100.0,-0.01573775497449581,0
13.86492,106,3.956518,-100.0,8.334494167137779,0
0.751681,105,4.203531,-100.0,0.029383886756899867,0
0.32542,106,6.004802,-100.0,-0.0024681171455074313,0
6.227189,101,6.217921,-100.0,3.8570127670389103,0
8.12005,135,6.516479,-100.0,5.895379476079973,0
1.335855,101,6.737963,-100.0,-0.0017613204184140363,0
5.355568,80,6.921788,-100.0,-0.004338456180085704,0
0.604203,74,7.092311,-100.0,-0.012680662430643046,0
0.964148,122,7.34371,-100.0,0.027974091240404703,0
0.72109,88,7.562391,-100.0,-0.014502492528698951,0
0.702862,93,7.776129,-100.0,-0.014900954800828852,0
11.076582,65,7.922598,-100.0,6.929960485801408,0
9.739661,67,8.069509,-100.0,4.432834706817471,0
14.613365,79,9.779033,-100.0,9.96856559246571,0
3.177755,100,10.001234,-100.0,1.5548825878132857,0
1.020593,99,10.210966,-100.0,-0.01136980583818451,0
0.943347,123,10.460878,-100.0,-0.006903146667667232,0
2.710012,99,10.67637,-100.0,1.040460085938287,0
6.641654,91,10.867442,-100.0,3.295693034105506,0
8.97409,96,11.086808,-100.0,1.956510863172841,0
0.38798,114,11.323403,-100.0,-0.004192313423445393,0
0.448217,128,11.594015,-100.0,-0.00484026225016132,0
2.089699,86,11.786108,-100.0,0.7175187114289421,0
4.656872,68,11.92281,-100.0,2.436060825533941,0
4.705264,98,13.668697,-100.0,2.9618238686697835,0
0.970515,87,13.853664,-100.0,-0.01273774836566921,0
14.000391,77,14.017581,-100.0,8.007798870330376,0
5.762045,107,14.243661,-100.0,3.530887099523454,0
0.249687,97,14.445335,-100.0,0.0005045637878289266,0
1.370513,99,14.65498,-100.0,0.0030229501272656637,0
10.624435,67,14.804374,-100.0,6.811222670272256,0
8.453364,70,14.959528,-100.0,5.726731130238407,0
1.33006,129,15.295713,-100.0,-0.009779950319031715,0
1.898914,75,15.451447,-100.0,0.3096219867946451,0
3.862724,83,15.620023,-100.0,1.8764972857037385,0
0.799129,92,17.505505,-100.0,-0.009359821400044103,0
1.016952,79,17.696438,-100.0,-0.0027841115579593117,0
4.323537,79,17.881795,-100.0,2.690854936584918,0
4.743965,112,18.146185,-100.0,2.9046569112531504,0
6.012564,95,18.355528,-100.0,2.340963858391938,0
5.296907,118,18.598176,-100.0,3.5464896305443645,0
8.162189,83,18.766076,-100.0,5.2242162664962715,0
6.091099,85,18.944932,-100.0,4.144058868384672,0
1.401188,94,19.150522,-100.0,0.005606347498193267,0
0.998204,128,19.415063,-100.0,0.4204851277650251,0
2.000276,85,19.594345,-100.0,0.7768347955816094,0
4.698581,67,21.339057,-100.0,2.3508300683344845,0
14.380174,89,21.533665,-100.0,9.886369678785716,0
11.158274,63,21.659435,-100.0,6.872440474706979,0
3.377748,80,21.839344,-100.0,1.321109237611964,0
9.70598,70,21.990028,-100.0,6.752175158048732,0
5.689742,82,22.181654,-100.0,-0.01074984771251608,0
9.319092,119,22.449944,-100.0,6.457393993947157,0
1.322521,117,22.683131,-100.0,-0.010445009438976235,0
11.955411,111,22.9085,-100.0,4.976751801285901,0
1.719566,67,23.041429,-100.0,0.6156324582455502,0
8.775053,61,23.192278,-100.0,6.02507059146901,0
15.724419,120,23.460878,-100.0,8.987592143719404,0
5.454365,113,25.166535,-100.0,2.433499452468485,0
10.868108,104,25.409778,-100.0,5.410478320397174,0
4.764378,62,25.532918,-100.0,2.01157399720625,0
8.025749,61,25.655735,-100.0,5.37547289463838,0
3.080564,67,25.813359,-100.0,1.8024616849395731,0
1.272213,96,26.007385,-100.0,0.005783033627963091,0
5.712133,96,26.199311,-100.0,2.0493747560325906,0
17.123761,71,26.359356,-100.0,9.98065247614713,0
2.527407,117,26.599995,-100.0,0.6627592506520639,0
10.000826,113,26.839555,-100.0,4.618486574391507,0
4.012545,85,27.064946,-100.0,1.3273475278648124,0
1.208484,91,28.809039,-100.0,0.2679657550418053,0
6.488223,71,28.983217,-100.0,4.1786520656459425,0
6.7121,102,29.210249,-100.0,1.6416502494625478,0
4.850659,77,29.377109,-100.0,2.5748750363308504,0
3.057381,100,29.578629,-100.0,1.6220672250462451,0
1.404106,81,29.741428,-100.0,0.18743437263666093,0
5.102053,117,29.985504,-100.0,3.5495907917040586,0
6.383165,64,30.11033,-100.0,3.918819066375359,0
4.444025,64,30.254621,-100.0,2.49199974631227,0
11.679988,68,30.401622,-100.0,4.945962875507716,0
0.895261,98,30.600415,-100.0,0.10230619273605789,0
17.216233,91,30.789617,-100.0,8.675290679219474,0
8.338259,64,32.464972,-100.0,5.167526671987408,0
5.052781,73,32.621992,-100.0,1.5296157652666023,0
7.248599,99,32.837634,-100.0,5.244799993746296,0
14.29671,109,33.06354,-100.0,9.14687920082962,0
4.961409,116,33.308122,-100.0,2.522098659060606,0
3.883668,107,33.538268,-100.0,2.4181344448358812,0
24.150142,101,33.746202,-100.0,4.058226543423112,0
3.455814,115,34.038058,-100.0,1.698445681170576,0
