#{"t_start": 1783081870.7561557, "env_id": "LunarLander-v2"}
r,l,t,original_env_reward,generated_reward,reward_error_count
1.481634,100,1.498097,-100.0,-0.021914302171016753,0
2.321659,90,1.615888,-100.0,0.021052047518039668,0
1.079711,64,1.71458,-100.0,-0.007244422912475368,0
1.149913,96,1.844417,-100.0,0.011540131748680743,0
0.795148,62,1.923627,-100.0,-0.013330963557549945,0
-0.484199,90,2.055611,-100.0,-0.006138394908817299,0
1.573247,61,2.132135,-100.0,0.010299756938391736,0
1.615634,61,2.225196,-100.0,-0.0010318219340209847,0
1.93367,114,2.372278,-100.0,0.004800049443198181,0
0.731947,60,2.448288,-100.0,-0.024804378478177763,0
2.003339,67,2.533937,-100.0,0.012164020514603614,0
1.225115,76,2.63374,-100.0,-0.0011689586741209707,0
1.024628,89,3.690115,-100.0,-0.0021957503689080966,0
1.681366,65,3.782938,-100.0,0.016255607798394148,0
1.670033,94,3.906216,-100.0,0.011476428901584136,0
0.483296,82,4.011495,-100.0,-0.027579905663339267,0
0.574753,137,4.187484,-100.0,-0.006354928263594186,0
0.337354,104,4.331005,-100.0,-0.007319301943356956,0
-0.362898,108,4.473456,-100.0,-0.03814155486790889,0
0.753833,127,4.65306,-100.0,-0.012457462313474534,0
1.218376,102,4.85287,-100.0,-0.01574941993933497,0
0.985748,118,5.069572,-100.0,-0.0038841512998610238,0
1.931262,85,6.290058,-100.0,0.017653955700367006,0
1.396294,64,6.374129,-100.0,0.006699942393459099,0
1.602597,64,6.456924,-100.0,0.011048458367072177,0
1.52005,68,6.543386,-100.0,0.010672616337185173,0
1.973824,107,6.682646,-100.0,0.017121007260620314,0
1.012804,85,6.799795,-100.0,0.00863321384517261,0
1.601794,57,6.878608,-100.0,0.02028104406305057,0
0.869148,104,7.009533,-100.0,-0.015590873730240176,0
0.105029,102,7.142145,-100.0,-0.02341923759364188,0
1.122634,110,7.293102,-100.0,0.009481020252268256,0
1.171657,106,7.435253,-100.0,-0.014533770899810743,0
1.767471,63,7.516887,-100.0,0.016559655124021223,0
1.419738,71,7.608892,-100.0,0.008970806218215253,0
1.27611,94,8.654638,-100.0,0.0035466495391415767,0
1.694344,61,8.731893,-100.0,0.012507220276516509,0
2.168756,77,8.835129,-100.0,0.06638916042237279,0
1.796118,64,8.92448,-100.0,0.01851883452552158,0
1.624139,66,9.009809,-100.0,0.010623035486644486,0
1.443088,97,9.143107,-100.0,0.013573995875859632,0
0.328466,119,9.311137,-100.0,0.0035114079089132726,0
1.441377,80,9.419312,-100.0,0.006167916952004252,0
0.636156,101,9.550066,-100.0,-0.024789172347669027,0
0.740599,90,9.66609,-100.0,-0.003206475905015692,0
1.114435,80,9.772824,-100.0,-0.009518900142407982,0
1.778926,65,9.867862,-100.0,0.041335516441350445,0
1.199609,88,11.232975,-100.0,-0.018519048203172232,0
1.555114,83,11.356055,-100.0,0.013096250671345129,0
2.045525,58,11.432911,-100.0,0.05591270429076392,0
1.797504,87,11.545014,-100.0,0.028786886471717642,0
1.269455,101,11.678043,-100.0,0.002173620823202175,0
1.194461,73,11.770963,-100.0,0.004336406871597537,0
1.178343,78,11.87983,-100.0,-0.008088444498766157,0
2.008151,59,11.963207,-100.0,0.052415850666568065,0
1.404248,79,12.072083,-100.0,0.0014206498791794588,0
1.772334,60,12.16077,-100.0,0.011908438265445659,0
1.349948,89,12.290461,-100.0,0.003651402652205063,0
1.497387,58,12.36682,-100.0,0.02636738806478957,0
1.456619,75,12.469299,-100.0,0.0034912887319209036,0
1.32336,84,12.582577,-100.0,-0.006155446177753143,0
1.877581,67,13.6056,-100.0,0.05570497125330023,0
1.867307,75,13.707276,-100.0,0.026696028942584743,0
1.667477,75,13.802525,-100.0,0.018427189544605642,0
1.345782,78,13.906234,-100.0,0.003760635458953687,0
1.600667,72,14.012286,-100.0,0.008607788137552252,0
1.380556,56,14.096641,-100.0,0.006550234786000501,0
0.764834,103,14.235577,-100.0,-0.01087904305105478,0
1.87089,82,14.350065,-100.0,0.013212000814863489,0
1.704995,76,14.450197,-100.0,0.01176056411846601,0
1.593521,62,14.530666,-100.0,0.03112858898292613,0
1.397676,100,14.662906,-100.0,0.011419365243683758,0
1.352616,86,14.776676,-100.0,0.0007824997043191749,0
1.943354,81,14.890311,-100.0,0.05176083040669059,0
2.040928,83,16.26122,-100.0,0.057069990700238396,0
0.968682,100,16.394504,-100.0,-0.0009413537168088014,0
1.588903,72,16.48524,-100.0,0.025123422399540952,0
1.345583,68,16.578524,-100.0,0.00883474091933011,0
1.368059,97,16.707765,-100.0,-0.003281548542511459,0
1.452247,72,16.805218,-100.0,0.010306397330341915,0
1.488144,55,16.876818,-100.0,0.011166561827646854,0
1.452159,69,16.969233,-100.0,0.008592560010409022,0
2.04234,102,17.108282,-100.0,0.022438488720466127,0
1.512487,59,17.190028,-100.0,0.013778981668724826,0
1.769017,85,17.30556,-100.0,0.007015754448215856,0
1.730921,66,17.394739,-100.0,0.023891493686320965,0
1.002269,108,17.539272,-100.0,-0.02970727039585196,0
1.809247,60,18.585556,-100.0,0.05230849575394689,0
1.682644,95,18.712901,-100.0,0.008833722156529167,0
1.394237,68,18.802336,-100.0,-0.00952997381772427,0
1.800216,68,18.890676,-100.0,0.02162355585781564,0
1.49169,62,18.979393,-100.0,0.008145451070636904,0
1.769507,64,19.067441,-100.0,0.028790396219957805,0
1.507045,97,19.200279,-100.0,0.009532156192120386,0
1.579302,62,19.286014,-100.0,0.009417645496375438,0
2.275263,99,19.424349,-100.0,0.0644289508933376,0
1.644817,77,19.528691,-100.0,0.012181804248177617,0
1.30263,69,19.618739,-100.0,0.0008203654241713148,0
1.280516,64,19.702671,-100.0,-0.011016370772787696,0
